comment,rate
"áo chất rất xấu còn bị sổ lông áo như đã có người mặc ,đóng gói qua loa nói chung tiền nào của lấy",1
"Áo chất rất đẹp, nhưng về mình mặc không vừa. Shop đăng size 36-38 vậy có size 38 không cho mình đổi lên size to với ah. Mình sẵn sàng chịu phí vận chuyển vì phát sinh này ah. Sđt liên hệ: 0978 982 613",3
"Áo chất rất đẹp và mát ạ, chất và dg may xịn lắm, như hàng xuất.sờ vải cái thích ngay. Săn sale có 99k rất ưng, sẽ ủng hộ thêm, nên mua mọi ng nhé, xịn lắm ạ cả cái túi đựng áo",5
Áo chất thô giao hàng nhanh ship thân thiện ncl nên mua,4
"áo chất thun mát,mặc rất đẹp ạ",5
"Áo chất thun mềm mịn có dãn tốt, mặc mat. Quá ok so với mức giá",5
Áo chất vải hơi nóng nha,4
Áo chất vãi hơi tệ,4
"Áo chất vải mát mịn, sờ rất sướng tay. Chất liệu ok, đường may chắc chắn, không có chỉ thừa. Giao hàng nhanh, ship nhiệt tình hỗ trợ",5
"Áo chất vải nóng, còn chỉ thừa ở đuôi áo ncl phù hợp giá tiền rồi",4
"Áo chất vải nóng, k thấm mồ hôi lắm. Dáng ổn, cổ áo may dúm, k dám mặc ra đường. Mình thấy mấy màu khác các bạn fb k bị, nhưng màu này đến lúc nhận áo hoảng quá xem lại fb của các bạn mua màu xanh khác thì thấy cũng có. Nên cân nhắc kĩ",3
"Áo chất vải rất ổn, màu hơi đậm hơn so với hình, form vừa vặn mặc đẹp, giá rất tốt.",4
"Áo chất vải với chất in hơi nóng, nch thì trong tầm giá này thì ko đòi hỏi gì nhiều. Tùy theo sử dụng mỗi người nha chớ toi chỉ mua 1 chiếc duy nhất thui",5
Áo chất vải xấu rẻ tiền lấy về mùi hơi hắc hình in không đẹp cho lắm,2
"Áo chất vải đẹp, mà hình in giặt mấy lần sẽ nhanh tróc ra lm…Giao hàng hơi lâu",4
"Áo chất đẹp, mát, shop còn tặng kèm khẩu trang. Màu đẹp, y hình mẫu, mình chụp bằng điện thoại nên nhìn hơi bị tối. Thấy shop còn tặng kèm khẩu trang, rất hài lòng về shop. Sẽ giới thiệu người thân mua hàng ủng hộ shop tiếp.",5
"Áo chất đẹp ạ, 
Phù hợp giá tiền ,
Nói chung cũng rất ok ,
Mng nên mua nhé",5
"Áo chỉ thừa nhiều, nút thì đơm kh dính, đặt size L giao size S, shop làm ăn vậy thì toang sớm, đó giờ đặy đồ mới lần đầu bị như vậy...😑",1
"Áo cho 2 bé rất dễ thương, các bé đều thích, màu vàng rất đẹp",5
"Áo chống nắng của Cardina rất đẹp, chất mèm mát nhưng chống nắng tốt. Mũ áo rất to nên trùm được hết đầu luôn, ông tay có 2 nấc để xỏ ngón, tiện lắm. Shop tư vấn rất nhiệt tình và chuẩn size. Áo nắng của shop thấy có cả chứng nhận chống tia UV nên mình kha yên tâm.",5
Áo chưa mặc đã rách chất lượng thì kog phải nói tiền nào của nấy,3
"Áo chuẩn form, shop giao hàng nhanh ạ, hình ảnh không liên quan đến sản phẩm.",5
"Áo chuẩn nha mọi người, nhưng mà nó hơi nhỏ dứ em, tiki ơi cho tui đổi lại được hơm?",5
"Áo có 6 túi như quảng cáo, bỏ được rất nhiều đồ. Mặc cũng rất mát và thoải mái, ko bị nóng bức, đúng chất 100% cotton.",5
"Áo cơ bản là ổn với giá tiền , nhưng đường may còn xấu chỉ thừa rất nhiều",3
"áo có bị dính 1 số vết bận ở sau lưng
hình ảnh mang tính chất minh họa",3
"Áo có bị lỗi trừ 1 sao
Mua kết hợp áo gile chắc ổn, giá hợp lý mặc bên trong",4
"Áo co dãn, hoạ tiết khá ok,nhưng áo rất mỏng tay ngắn + form không như trên hình . khá thất vọng chút nhưng thoi đồ rẻ thì chấp nhận :D",2
"Áo co giãn tốt, thun lạnh, form khá rộng, mặc thoải mái, phù hợp chơi thể thao.",5
"Áo cổ hơi cao, chất cotton mặc mát, shop đóng gói kĩ và tặng thêm nhiều sticker nhưng k có mặt keo dán 🫠 cổ áo sợ giặt xong là nhão quá",5
"Áo cổ khá nhỏ, size cũng nhỏ. Quần thì ổn khá đẹp.",4
"Áo có kích thước không giống như mô tả. Mình đặt 2 áo (Vàng, đen, xanh) XXL nhưng áo vàng thì tay áo quá rộng áo đen thì quá mỏng, áo xanh thì cổ áo quá hẹp, không đồng nhất size. Nhưng với giá này thì chỉ thế thôi.",3
"Áo cổ lệch một bên, vãi mỏng, nhắn tin shop k giải quyết Nhấn vào một đoạn để dán vào hộp văn bản.",1
"Áo có lỗ thoái nhiệt tốt ạ, tạo cảm giác cực kì thoải mái khi vận đồng ra nhiều mồ hôi. Rất hài lòng các sp của shop này",5
"Áo có màu pastel nhạt chứ không giống ảnh mô tả là xanh biển, không có logo hay gì đó màu đen bên phải áo ở phía dưới, áo dài hơn mô tả nhiều còn chiều rộng với tay thì ok.",4
"Áo có nhiều chỉ dư, hơi mỏng nhưng chất liệu vải khá mềm mịn.
Giao hàng nhanh.
Mình cao 1m76 nặng 55kg mặc size XXL khá vừa.",5
Áo có team hình im đep á mõg 3-4 ngày nhận được hàng ạ kh đòi hỏi nhiều,5
Áo có thiếu phần tang ở bên cạnh . Còn đâu rất ưng nhưng...nsjsjssnsnajsksnwnsnskzksosjnwnsnajakananananaanznznsnsnanawnnwnwnsnsnsnsns,4
"Áo cotton , chữ thêu nét đẹp cực luôn, tôi cao 1m75 mặc L nhé, hình ảnh nhận xu thôi hehee, xứng đáng mua nhé mọi người",5
"Áo cotton nhẹ , thoáng mát. Giá rẻ 5 sao",5
áo có vài vết đen như mực í vải mỏng riêng mình thấy thì nó rẻ đó nhma k đẹp,3
"Áo có vẻ vải mặc sẽ k đc mát lắm, chất dày dặn, vài hơi thô.",4
"áo của mik hình in thì uki nma áo mỏng dính luôn và so với mức giá này thì hơi chát
cái áo màu trắng thì ối dồi ôi lun í
ủng hộ shop lần này thui k ủng hộ nữa đâu ạ
xin lỗi đc cái áo giặt đi giặt lại chục lần vẫn k s(mik mua áo từ tháng trc h ms đánh giá ạ)",3
Áo của mình được in lại trên 1 chiếc áo bị in lỗi. Quá thất vọng vì trước đây mua 1 cái khá ưng ý. Cái thứ 2 này thì tệ quá,2
áo của shop rất mỏng so với giá tiền ko hài lòng với sản phẩm mọi người cân nhắc nhá,2
"Áo của shop thì khỏi phải bàn, chất đẹp, mát, đường may cũng cẩn thận , giờ chồng mình chỉ dùng đồ của shop thôi, cảm ơn shop và tiki nhiều ❤️❤️❤️❤️❤️",5
"Áo cực bé, đặt xl vẫn bé, chỉ hợp chi nữ, giá này không đòi hỏi gì thêm",2
"áo cực kì mỏng, nhiều chỉ thừa,chất nóng không phù hợp giá nếu không sale, mn nên cân nhắc trước",2
Áo cực kì mỏng luôn không nên mua nha,3
"áo cực mỏng luôn í -.-
dễ lộ áo trong lắm
với giá này mng nên cân nhắc nha",3
"Áo cực xấu,chất thì mỏng,nhìn trên hình đẹp bao nhiêu thì ở ngoài xấu bấy nhiêu.phí tiền nha🙂",1
Ao cung duoc.,4
"áo cũng gọi là tạm được, chất mỏng, hơi thất vọng
bdbxbxhxhhshshsbxjdjdjzjd

dhdhdhjdjdjđ",2
Áo cũng kháđẹp mà màu hơi bị nhạt k đậm giống ảnh trong ảnh có giấy thơm trong áo,4
"Áo cũng khá đẹp nhưng mình bảo shol đổi màu cho shop không đổi 
Chán",3
áo cũng tạm ổn nhưng gắn dây kéo bị ngược bên màu xanh ko biết có đổi lại được ko,3
"Áo cũng tạm ổn nhưng vải khá mỏng , mình nghỉ giặt nhiều áo sẽ bị chảy",4
Áo cũng tạm ổn với mức giá này vậy là đc rồi nhưng màu áo xấu quá nó cứ cam cam ấy mặc dìm da cực bạn nào mà da k trắng lắm thì cân nhắc nha,3
Áo cũng tạm với giá thì oke thui he he he he sau mua típ cũng được hihi ship buổi tối mát ẻ ha ha,5
Áo cũng tạm đc hình ảnh chỉ mang tính chất nhận xu,4
"Áo cũng tạm được,vải hơi mỏng giao hàng nhanh,shiper thân thiện",4
áo củng tốt mà có lỗi nhõ chưa làm... may túi chưa kĩ còn xót đường chỉ túi chưa may. thọt tay vào túi là lọt qua lớp vải túi vào trong áo luôn..... ad nên xem kĩ các áo rồi mới giao cho tốt nhé..!!,2
Áo cũng đc chữ in đẹp mua với giá này thì k đòi hỏi gì nhiều nên mua,5
áo cũng đc mình đặt Xl mà áo rất nhỏ mấy b cao 1m6 nên cân nhắc from áo cũng kg đc đẹp vs giá này thì hơi cao,3
"Áo cũng đẹp, hình in xịn lắm, vải mỏng cực nhưng mặc k bị lộ đâu, nch cũng ổn tại t mua với giá 1k nên k đòi hỏi nhìu, nhìn với tầm chung nếu mn mua với giá mấy chục ngàn thì mình thấy k đáng đâu tại chất vải mỏng lắm!",4
Áo cũng đẹp. Lên form khá vừa vặn,4
Áo cũng đẹp. Nhưng mà mình 1m45 39kg mặc rất là to.mình thấy màu hồng bị chói dữ bạn nào da ngăm mua về chắc bị dìm màu da. . Giặc dễ bị xù lông. 1 điều mình ko thik là cỗ áo may rất to rất dày mjà thế lại rất nhỏ. Mặc vào nó cứ ôm cái cổ nhìn kì lắm kiểu như cổ lọ ý=),4
ao cũng được,4
"Áo cũng được, mặc hơi nóng, giặt ra màu nhiều quá, chắc vài hôm bạc hết",4
"Áo cũng được, nên dùng giặt tay..",4
"áo cũng được nha , đáng tiền lắm",5
"Áo cw đc nhưng logo ở trên áo ko phải là outerity và ở dưới áo ko có logo
Hơi thất vọng:(( 😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑",3
"Áo cx dày nma lắm lông mặc lên sẽ dính rất nhiều lông vào áo khác nên mk k thích lắm 
Tay áo thì dài quá thân áo cx trùng nhưng so với thân thì k khớp lên from cx k đẹp cho lắm",3
"Áo cx khá đẹp, có một ít chấm bẩn, mình m53 41kg mặc sz XL rộng, giao hàng nhanh",3
Áo cx ok á giao hàng nhanh đặt lố 1 size nên nó có hơi rộng tí nhưng đẹp thì ok,4
Áo cx đc hơi mỏng màu áo khác trên ảnh giao hơi lâu mở ra mùi hơi hắc nhưng cx đáng để mua. 1m58 42kg mặc M vừa in hơi dài tý thui,4
Áo cx đêp nhm vải hơi nỏng nhưng so vs giá thì cx ko đòi hỏi j nhìu shipper hơi cọc :_),2
"Áo dài 36 ngắn lắm nha, vải cũng bình thường ko được mềm lắm, giá này thì chất lượng v cũng tạm chấp nhận được",3
áo dài hợp với ng cao hơn ạ djsdvjvgvaxcgf,4
"Áo dài lắm mn , mình đặt sz M mà dài gần tới đầu gối, nhmà áo oke lắm có , thơm nữa",3
"áo dài mình mặc vừa, cảm ơn nhà may. Thiết kế đợt khác thị ống tay may rộng hơn xíu.",5
"Áo dạng vải satanh mềm mỏng mát… dễ giặt ủi… khi ủi cần chỉnh nhiệt độ vừa, nếu không sẽ bị cháy áo.

Vải áo đẹp nhưng kiểu áo và đường chỉ may ẩu- chưa đẹp, shop cần may kỹ và trao chuốt hơn…. để áo bị xấu thì uổng mảnh vải đẹp của áo quá.
Đôi điều góp ý đến Shop..",5
"Áo dày, chật, thiết kế khá vừa vặn, nâng ngực ko nhiều",4
"Áo dày dặn, phom đẹp ôm người kể cả khi vận động. Mấy bà mà ngực nhỏ như tui thì rất ok nha",5
"Áo dày dặn,đẹp,đường may kĩ, giao hàng nhanh,đóng gói ok, mn lên mua",5
"Áo dây hơi ngắn so với size chuẩn, không co giản nhiều. Bạn nào mua nên tăng lên 1 size  chắc ổn hơn. Form dáng ok.",4
Áo dày mặc mùa hè thì nóng như trời này thì mặc ok như hình màu đẹp áo đồ dài vừa phải k ngắn quá vs giá tiền nv thì nên mua ạ,5
"Áo dày đặn, mặc mát, in chữ đẹp, áo i như hình, nói chung  sản phẩm rất đẹp,mua áo đc 9k như này quả thật 0 uổng nhaaa🥰💞 chúc shop bán đắt hàng ạa 😁🥳🥳",5
"Ao dep, duong may can than, tuy mong nhung rat mat. Thich hop mac vao mua he.",5
ao dep .nhu hinh .hai long .nhung co le chon size ko dung nen mac bi chat .co doi size dc ko shop,5
Áo dep dung hang,5
"Ao dep qua shop oi, mua xong minh quyet dinh mua them nua!",5
Áo dính bẩn từa lưa mỏng như nùi dẻ shop làm vậy là chết rồi shop này không uy tín nhé mọi người tránh bị lừa 👍,1
"áo dính vết bẩn, vậy shop cũng gửi dc",4
"Áo dính vết mực và dơ nhìu 
Chất liệu thì ổn
Áo như hình
Lần sau kĩ một chút nhé",3
"Áo dống hình nhưng vải hơi chán á. Kiểu bị nóng chất poly nhiều, ko nên kì vọng nhiều với mức giá này thi ok rồi nha.",5
Áo dở tệ dính keo khi giặt xài 1 lần rồi bỏ luôn,5
"Áo fai màu khi giặt , chỉ thừa còn khá nhiều người bán hàng onl nhưng  rất lâu mới rep tn và shop chuyển đơn cho bên vận chuyển khá chậm mất nhiều thời gian",3
Áo fake mỏng như lá lúa,5
Áo fom nam vãi mặc nhà ok,2
"áo form chật,  mình mặt áo OWEN size L, tưởng áo này cũng giống size nhưng hai nên hông áo nhỏ hơn 4cm nên hơi chật, căng bụng. Nhưng tiền nào của nấy không đòi hỏi nhiều. Ai mua nên cân nhắc. Khuyến khích 5*",5
"áo form rất đẹp
màu rất đẹp
không có chỉ thừa
nhưng mà áo màu nâu bò shop giao thì nó bị 1 lỗi nhỏ là bị lủng 1 lỗ phần dưới nách 
em cũng không muốn mất tgian để đổi trả nên em chấp nhận áo này",4
Áo form rộng quá. Mình muốn đổi lại mẫu khác được ko shop,4
"Áo form đẹp, có độ co giãn. Đã mua hết 3 cái, giờ mua thêm 2 cái. Shop làm ăn uy tín, nhân viên tư vấn nhiệt tình. Chúc shop ngày một phát triển. Chúc em nhân viên tư vấn ngày một thành công. Cho shop 10 sao.",5
"Áo form đẹp, vải cotton. Tuy nhiên mặc mùa này sẽ hơi lạnh, mùa thu thì hợp.",5
"Áo form đẹp, vải dày dặn, săn với giá 1k nên áo như này khá chất lượng",5
"Áo form đẹp lắm luôn, chất hơi thô nhưng giá rẻ nên chấp nhận nhma đẹp xỉu nén mua nha mn",5
Áo form đẹp mà ko giống hình cho lắm mặc vô hình in ở dưới bụng luôn,4
Áo form đẹp nhưng mà chất vải hơi nóng nên để 4 sao là hợp lí nhất rồi.,4
"Áo from chuẩn. Chất vải mát và mềm
Shop giao hàng nhanh và tư vấn nhiệt tình
Sẽ tiếp tục ủng hộ trong thời gian tới",5
"Áo from nhỏ không rộng như trên ảnh , chất len thô không mềm mịn như trên ảnh 
Cổ áo không đều bảng cổ nhỏ hơn trên ảnh của shop 
Nhìn chung ổn chứ kh phải đẹp 
Cổ áo v mặc dô hong dc nhu tren anh shop đóng gói hoi sơ xài",4
Áo from đẹp! Đồ rẻ nên chất lượng bth! Là chữ dán nên chắc sẽ ko bền!,4
Áo from đẹp giống ảnh,5
"Áo giá cao nhưng vải thì khá mỏng, giao hàng thì chậm trễ... Thất vọng",1
"Áo giá cũng chấp nhận được Mặc vừa mát lạnh, gian hàng nhanh. Mới mua không biết có độ bền không. Hy vọng. Mong mọi người ủng hộ.",5
"Áo giá hơn 100k thì chất lượng phải ok chứ hình in lệch một bên là sao vậy ạ???
Shop k kiểm hàng trước hay sao ạ???
Mình mua tặng sn bạn mà giờ áo lệch vậy tặng kiểu gì đây???",3
Áo giá này thì kh phải chê nữa mng nên mua nha  quá ok ròi,5
Áo giá này thì ok vải hơi nóng nên giá rẻ k sao jgxjgcdgzghhcoufiyagkc,5
Áo giao 3 ngày đến khá nhanh vải bth m55 mặc sz l hơi dài nha mà cái form cũng k đẹp,2
áo giao không đúng màu.vai quá tệ,1
Áo giao nhanh. Nhưng bị lỗi ở cổ áo. Bị rách chỉ nhưng đợi đổi thì không thấy giao,1
"Áo giao nhanh 
áo đẹp nhưng có vẻ chất này hơi nóng
 nhìn qua thì có vẻ rất ổn",4
"áo giao nhanh lắm nha mình mới đặt hôm qua mà trưa nay đã có rùi. áo vẫn xuất sắc ạ 10 điểm, lần sau sẽ ủng hộ tiếp ạ. mình m57 nặng 53 size M mình tưởng ok vừa đủ mà k ngờ to lắm ạ",5
"Áo giao nhanh rất tốt, áo đẹp thêm, hơi ra lông một chút :(((((",4
áo giao sai màu nha khá thất vọng tràn trề không được một lời xin lỗi nào,1
"Áo giao siêu siêu nhanh luôn í, mik đặt xong 1 cái là 2,3 ngày sau đã có rồi 
Áo đẹp lắm nha, chất vải khá là dày dặn, mọi ng nên mua để ủng hộ shop nha",5
"áo giao tới mùi siêu hắc, rồi tự nhiên xuất hiện một chùm vải:)?, chỉ thừa thì nhiều, thất vọng thật đấy",2
"Áo giá rẻ nên logo in không được đẹp, vải thì giặt 10 lần vẫn ra nước màu đen, mùi hôi nồng nặc, mọi người nên xem xét trước khi mua",2
"áo giặt bị phai màu ra cả chữ trắng , vải tốt nhưng dễ phai màu 🥲",3
"Áo giặt phai ra rất nhiều, nhưng k sao áo vẫn đc đẹp áo cầm chắc tay
Mn nên mua nhé rẻ mà đẹp tiếc gì k mua
Mn mua ủng hộ shop đi nhé 🥰",1
ao giog y nhinh,4
"Áo gió hai lớp bên trong có lưới,mặc nhẹ thoáng mát k bí,cản bụi tốt,màu dễ mặc.giá cả hợp lý. Đóng gói đẹp, Giao hàng nhanh , sẽ lựa thêm màu khác để thay đổi -!!",5
"Áo giống ảnh, hình in mướt, chất vải ổn ( hàng fake). Mình nghĩ với chất lượng như này shop nên lựa chọn những hình ảnh riêng sẻ tốt hơn.",5
Áo giống ảnh đến 99% mỗi tội màu hơi nhạt hơn một chút,5
"Áo giống hình, chất liệu co giản thoải mái cho người v1 to, dễ sử dụng, thoải mái",5
"Áo giống hình, vải mềm, mịn dày vừa phải, mặc vào thoải mái. Nếu ai thích mặc rộng thì lấy tăng lên 01 size là ok",4
áo giống hình . nhưng mà fom rộng mà lại bị ngắn nên nhìn cứ vuônn2. chất áo nóng.,2
Ảo giống hình màu cũng giống nhưng mà áo tạm được thôi giao hàng rất lâu áo thì không được như mong đợi áo mỏng cổ có vẻ nhanh nhão tầm giá này có thể mua cái khác ngon hơn nhưng thử xem ai nhờ,3
"Áo giống hình nha,chất liệu đẹp hơn mình mong đợi 
Giao hàng nhanh",4
Áo giống hình nhưng vải hơi mỏng các bạn nên cân nhắc trước khi mua ạ,4
"áo giống mô tả, đẹp như hình",5
"Áo giống mô tả. Form rộng. In hình đẹp 
Tuy nhiên chất vải pha, hơi mỏng mặc nóng. Shop làm bẩn phần mặt sau của áo mà k kiểm tra kĩ. Nma với giá 60k thì ổn",4
"Áo giống quảng cáo,  2 lớp, giữ ấm vừa lúc thời tiết se se lạnh thôi,  còn mùa đông thì phải áo khác, đóng gói đẹp, màu sắc giao đúng, giao đúng size, mình chọn size to hơn mô tả chọn size 1 size nhưng mặc vừa",4
"Áo giống với hình, size chuẩn và giá cả rất hợp lí. Điểm trừ là chất vải hơi nóng và giao hàng bị lỗi. Thủng một lỗ khá to như hình, đề nghị shop kiểm tra hàng kĩ trước khi gửi hàng cho khách.",2
"Áo gió nhẹ tốt, kiểu dãng cũng bình thường. Chất lượng ổn, thêm màu thì tốt ạ",4
"Áo gió siêu nhẹ, Giao hàng nhanh, giá tốt, mua ngoài store chắc phải 4 500k. hơi ít sự lựa chọn nên cho 4*. ra thêm màu khác để khách chọn nhé shop.",4
"Áo gì đâu xù lông, nhìn khó chịu cực kì",2
Áo gọn gàng đẹp đóng gói đẹp,4
"Áo hình xấu nát kinh khủng, mua phí tiền, k nên mua nha mn.....",2
"Áo hơi bé so vs mấy bạn có bắt đùi và tay to, [tầm 55kg, 1m60 như mình là bé nhé] cổ hơi nhỏ, màu áo sẽ ẫm hơn trong video và annr của mình khá nhiều nhé (nói chung là cân nhắc trước khi mua nhé. Tui sẽ khum mặc nó nữa đâu TT-TT)",3
Áo hơi body bên trừ hao 1 size khi mua sẽ thoải mái hơn đối với các bạn hơi tròn,4
Áo hơi chật so với size. Áo hơi mỏng. Đường may ko đc chu đáo,4
"áo hơi cứng , và nhỏ không có độ co giản 👎👎",1
áo hơi dài đặc sai M mà hơi dài,2
Áo hơi ko đc đẹp nhưng giá tiền thì cũng đòi hỏi đc nhìu,2
Áo hơi mỏng,2
"áo hơi mỏng, áo về đã có vết bẩn",2
"Áo hơi mỏng, chất liệu cứng, kh thấm mồ hôi, áo chỉ thừa nhiều nữa, bị rách lỗ nhỏ nx, Tóm lại vs số tiền này cũng kh quá tệ",2
"Áo hơi mỏng, cổ hơi rộng tí, nói chung tạm được. Hskebekdjdrrbdnrkdbxkdlenekdlđjreldnbdkdldndbd",3
"Áo hơi mỏng, giặc ra nhào nhè giao hàng kịp tết. Hình ảnh chỉ mang tính chất nhận xu",4
"Áo hơi mỏng, mình từng đặt 1 lần nhưng lần trước áo dày dặn hơn rất nhiều
Lần này mình đặt 2 cái đều mỏng :((",4
"Áo hơi mỏng, mực in trên áo trắng hơi nhòe, chữ in hơi bé, tay áo ngắn, cho shop 4 sao vì giao hàng nhanh. Nói chung tiền nào của đấy",4
"Áo hơi mỏng, nên đặt thêm 1 sz nếu muốn thoải mái, thắc mắc mà shop ko trả lời",3
"Áo hơi mỏng, nhiều chỉ thừa có 4sao nha ""hình ảnh mang tính nhận xu""",4
"Áo hơi mỏng ,nói chung cũng dc ...........................",4
"Áo hơi mỏng , đẹp hơn vs người <1m7, nói chung tiền nào của nấy",5
"Áo hơi mỏng
.
.
.
Hình ảnh và video mang tính chất nhận xu",4
áo hơi mỏng.  nhưng hợp với giá,4
áo hơi mỏng ( mặc dù mình cảm thấy nó dày mặc vào bí lắm nhưng mà kh hiểu sao mình mặc thấy cả áo trong) với cả dễ nhăn,2
áo hơi mỏng á áo dày tí sẽ đẹp nên mình đánh giá 3 sao nhé,3
"Áo hơi mỏng 
Áo mặc cg hơi nóng hsbwbziwnx9wbixbdnwjqnjxnw1jsjsjwd",4
Áo hơi mỏng có logo áo nói chung là ok giao đúng mẫu đẹp đóng gói cẩn thận cầm áo hơi nhẹ nha shipper thận thiện,5
Áo hơi mỏng có nhiều chỉ thừa mn nên xem xét trc khi mua :((,4
Áo hơi mỏng còn lain thì rất ok đã mua rất nhiều ở đây nhưng size chưa chuẩn lắm,5
"Áo hơi mỏng khong đc dầy dặn cho lắm 
Nma mặc đẹp lắm nhaa mặc vào nó nhìn như khong mặc",2
"Áo hơi mỏng lộ áo trong tạm dc
Phần tay á thì có chỗ gài nút nhưng ko có nút gài nói chung áo rất khác hình
Chân váy kaki mỏng dễ nhăn quần bảo hộ rách chật đối vs mik 
Mik mua về để mặc đi chơi gấp nên tự may lại phần bị rách 
Ko hi vọng nhiều hzz,nên mua về mặt chơi thôi",3
"Áo hơi mỏng 
Mình mua size s lên hoei bé mọi ng đặt lên 1 size ạ. Áo phom bé
Shop nhiệt tình
Giao hàng nhanh",4
"Áo hơi mỏng nên hơi buồn, với chất vải trơn nữa không được như mình mong đợi :(( màu áo không được đen lắm có hơi pha màu đỏ",4
Áo hơi mỏng nha khá thất vọng mng nên cân nhắc kĩ trc khi mua nhg mà mua vs giá 23k thì oke,3
"Áo hơi mỏng nhma hok lộ
Nchung cx ok
Lần sau sẽ ủng hộ shop tiếp ạ",5
Áo hơi mỏng nhưng cũng tạm đc. So với giá tiền là ổn,4
"áo hơi mỏng nhưng cũng tạm được, shop giao nhầm size hơi tiếc xí",4
Áo hơi mỏng nhưng cũng đep gia ca hop ly hahxksxjvjckc,5
Áo hơi mỏng nhưng hình in đẹp nha mn giao hàng lại nhanh nữa. Với giá này vậy thì cũng ok r í,4
"Áo hơi mỏng nhưng hợp giá tiền á .... Đẹp lắm ,':;?((-))#+:#-",4
Áo hơi mỏng nhưng phù hợp với giá tiền!không chê gì chúc mn vui vẻ,5
"Áo hơi mỏng nhưng với giá tiền này thì cũng ok
Giao hàng khá nhanh",4
áo hơi mỏng nhưng với giá tiền thì cũng ok mà mua với shop mỗi lần là 1 loại vải khác nhau ý đợt 2 rất rất mỏng luon ý chắc tại hàng săn sale:)),5
Áo hơi mỏng nhưng với tầm giá như vậy thì rất ok,4
"Áo hơi mỏng nsmsmc xouduldxxhmzgmzgmzngzfjJf
Hdnsnfmsbncknfnd",5
Áo hơi mỏng rất buồn lần sau sẽ cân nhắc trước khi mua cái gì đó :(((,5
Áo hơi mỏng so với tưởng tượng +vải xấu + tay áo ngắn+ phần logo ở tay thì đẹp còn bên hông thì kiểu dán fake+giao hàng chậm nói chung sản phẩm hơi tồi,4
Áo hơi mỏng với bạn nào tầm m58 như tớ thì nên mặc size L nhé. Áo màu nhạt lắm í cơ mà shop có cho giấy bảo quản nên cũng ổn. Cskh tốt,4
áo hơi mỏng với lại có mấy vết dơ ở cổ áo nma vs giá tiền này thì mình ko đòi hỏi nhìu,4
"Áo hơi mỏng xíu nhưng so với tầm giá thò quá oke, khá là dài rộng nên các bạn chọn size vừa người thôi kẻo rộng quá
Mình m60 nặng 56kg sz L trùm mông luôn",5
Áo hơi mùi như trên xe máy lạnh í mình kh thích có gì lần sau sịt xí nước hoa nha,3
"Áo hơi ngắn , mình đặt L mà vẫn ngắn , chất OK đúng với mô tả",2
"áo hơi nhăn ,chỉ cỡ size xl , bị bẩn ở một số chỗ nữa nhưng được cái giống mẫu",3
"Áo hơi nhăn, giao sai màu hk giống trong hình",3
"áo hơi nhàu, giặt cũng k hết các vết gấp nhăn trên ngực. khá thất vọng. k phù hợp vs giá tiền. bực mình",1
"Áo hơi nhiều chỉ thừa , phần vải chỗ cúc áo có màu vàng , phần cổ áo thì có vết bẩn . Không bít lúc gói hàng Shop có để ý k nhưng khá thất vọng .",2
Áo hơi nhỏ,4
"áo hơi nhỏ =))
k đẹp mấy",1
Áo hơi nhỏ hơi bùn xíu,3
Áo hơi nhỏ mặc cũng tạm hình ảnh mang tính chất nhận xu,4
Áo hơi nhỏ mang ôm xíu minhf 1m67 mang nhắn nha nên cân nhắc Á!Nên đi đi mua nha mn kkkkkkkkkkjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,4
Áo hơi nho so với kích thước bình thường. Chất lượng tốt.,4
"áo hơi nhỏ so vs size đặt
vải xấu=)) 
 nếu so vs giá thì k =",1
"Áo hơi nóng nghen , hình in k đc nét lắm , vải chắc sẽ dễ xù á 
Nma áo đẹp",4
áo hoi nóng nhưng vai ok,5
"Áo hơi ố vàng, size hơi nhỏ so với size các áo khác trên thị trường, vải khá mong nhưng ở mức chấp nhận được",3
Áo hơi rộng,3
"Áo hơi rộng hơn so với các mẫu khác cùng size. Nếu chọn lùi 1 size thì vừa vặn.

Chất vải mặc thoải mái và thoáng mồ hôi. Vải không bị nhăn, nhàu.",5
áo hoi rong khong vừa lam,2
Áo hơi rộng và ngắn,4
"Áo hơi rộng với dài,chứ in kh giống mẫu,không ưng í cho lắm",3
"Áo hơi rộng ý 
Vải không mỏng cũng không dày 
Mình đặt 2 ngày là có hàng rùi",4
Áo hơi to so với mình nghĩ nếu bạn nào thích mặc kiểu giấu quần thì ổn nha hoặc thích mặc rộng thì cũng ok chất vải cũng khá ổn ạ giá rẻ mà đc như vậy là rất ưng rồi ái cũng có mùi thơm nha,4
áo hồng này chất mềm mượt và ok lắm. sờ thấy mát tay liền. thật đáng để mua. giá lại ok nữa,5
Áo Hồng siêu to lun mặc lên rộng quá nên k được đẹp lắm vải thì dày dặn .,4
"ảo hơn mỏng 
chữ in hơi mờ 
nói chung là thất vọng vãi",2
"Áo hơn nhỏ , mặc áo thì cx k quá dày cx k quá mỏng nói chung là đc nhoa",5
áo hoodie nầy shop gửi bị rách,1
