comment,label,rate,Column1
"Chất lượng sản phẩm tuyệt vời thấy bass đập cũng mạnh mà nhiều ông chê chỉ, cái này nghe nhạc lossless( .FLAC) mới đáng chứ nghe Mp3 ko, trách sao như tai nghe thường, muốn bass mạnh hơn tải PowerAMP về tăng Bass lên.",POS,5,
Quá ok.,POS,5,
K bằng đợt trc mình mua.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất Rất đáng tiền.,POS,5,
"Áo logo in to k giống ảnh, logo xấu quá xấu quá thất vọng.",NEG,1,
"Quần quá to, 1quần nằm trên cùng bị rách cũng giao.",NEG,1,
Ưng lắm shop nhé.!,POS,5,
"Đẹp, từ dáng áo đến sọc kẻ trên áo.",POS,4,
Áo siêu đẹp nghen!!,POS,5,
"Đóng gói sản phẩm dễ thuơng, giao nhanh.",POS,5,
"khăn dày dặn, ấm lắm ạ. giao đúng hôm trời trở lạnh lại có đeo.😘😘.",POS,5,
"Đóng gói sản phẩm đẹp, cẩn thận nên hàng hoá được bảo quản tốt; Dầu ăn rất ngon, đủ các thành phần dưỡng chất; shop rất nhiệt tình, chu đáo với khách hàng; thời gian giao hàng nhanh, shiper thân thiện, nhiệt tình.",POS,5,
Chất lượng sản phẩm tuyệt vời.ưng lắm luôn.,POS,5,
"Mua 2 hộp phấn mắt, hộp 07 Kiss mặt phấn mới, hộp 05 Joy jam mặt phấn như đã qua sử dụng.",NEG,1,
Mặc ok.,POS,4,
Chất vải ổn.,NEU,3,
Chất lượng sản phẩm tuyệt vời!!!,POS,5,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất lượng sản phẩm tạm ổn Thời gian giao hàng rất nhanh.,NEU,3,
"Vải dày dặn, đẹp i như hình luôn í.",POS,5,
Sp hợp vs giá thành Shop phục vụ tốt.,POS,5,
Mua hàng lần nào cũng ưng ý lắm ☺️.,POS,5,
Shop hãy xem xét lại ạ.,NEG,1,
"Mình đã hỏi rõ có con gấu đi kèm ko, shop trả lời là có v mà gửi hàng thì ko, da túi bt, ko giống hình.",NEG,1,
Sẽ ủng hộ shop trong thời gian tới <3.,POS,4,
"Giống hình, đẹp, nhưng giao hàng bị móp hộp ^^.",NEU,3,
Căng mịn dã man.,POS,5,
Shop phục vụ tận tình.,POS,4,
:D :D.,POS,5,
- Chất lượng sản phẩm tuyệt vời.,POS,5,
"Màu quá xấu, màu tươi quá nhìn ghê.",NEG,1,
"Thời gian giao hàng rất nhanh.cais màu đỏ vải hơi nóng ,áo sờn như kiểu áo cũ.",POS,4,
Áo quá đẹp.,POS,4,
Mình nt riêng cho shop mà xem k tl..,NEG,1,
K biết có phải hàng giả k nhưng độ thấm hút k bằng loại huggies mình đang dùng.,NEG,1,
Dây cáo quá ngắn không thể cài nút đc.,NEG,1,
Thời gian giao hàng rất nhanh.nhung san phẩm bi lỗi.,NEU,3,
"Áo đẹp, dày dặn ^^ Cảm ơn shop.",POS,5,
Chất vải hơi nóng và hơi bị bo gấu một chút.,NEU,3,
Rất đáng tiền mà mua sản phẩm trên 200k vẫn k đc miễn phí ship như shop nói.,POS,4,
"Gối chất lượng ok, hình in đẹp.",POS,5,
Quần bị rách 😑😑😑.,NEG,1,
Áo kem.,NEG,1,
"Áo đẹp, form đẹp, đóng gói cẩn thận nữa :D Mình ưng cực kì ấy.",POS,5,
K co giãn.,NEG,2,
Vải rất mỏng.,NEU,3,
Giao hàng nhanh.,POS,4,
Áo mỏng so với hình.,NEG,2,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, hộp hơi bị móp nên hơi buồn 1 xíu.",NEU,3,
Đã vậy ship còn nhanh..,POS,5,
"Đặt màu trắng giao màu xanh, còn lại ok.",POS,5,
52kg cảm giác hơi nhỏ.,POS,5,
Lần sau sẽ ủng hộ shop nữa.,POS,5,
"Thời gian giao hàng rất nhanh, mỗi tội Size S mà áo vẫn hơi dài.",POS,4,
"Có điều hoa thêu trên áo không được đẹp, không đậm màu như clip shop đăng.",NEU,3,
Đẹp y hình.,POS,5,
Bình thường.,NEU,3,
Không như quảng cáo.,NEG,1,
kute dễ thương cực.,POS,5,
Chất liệu hơi mỏng .màu nhạt hơn hình.,NEG,2,
"Giao hàng nhanh chóng, gói sản phẩm đẹp.",POS,5,
Mua cho con em mà mình nhìn mình còn thích.,POS,5,
Hợp giá tiền.,NEU,3,
Khi nào có hàng quần lót shop liên hệ giúp mình nhé.,POS,4,
"Chất lượng sản phẩm tuyệt vời, Thời gian giao hàng rất nhanh Rất đáng tiền.",POS,5,
Vải mềm và đẹp lắm.,POS,5,
"Chất lượng sản phẩm tạm được Giặt phai màu, lem.",NEG,2,
Lần đầu mua hàng của shop thấy cũng uy tín mà nhận cái áo quá chán ko buồn mặc thử.,NEG,1,
"Mình dùng loại này rất thích, đợt nào shop có chương trình cũng mua, mua về giới thiệu chị hàng xóm chị ấy thích ngay từ đầu.",POS,5,
Chất lượng sản phẩm tuyệt vời. 5 sao.,POS,5,
Shoppee còn phải học Lazada dài dài.,NEG,1,
Váy quá rộng so với mình.,NEG,1,
Chân váy k co giãn mấy.,NEU,3,
2 áo phông còn đc.áo len vừa đắt vừa mỏng.vừa cầm vào đã sổ hết chỉ ở nách áo ra rồi.,NEU,3,
Cảm ơn shop.,POS,5,
"Giao sai màu, sai size , áo bầu ngực quá bự, dây áo ko co giãn.",NEG,1,
Rất đáng tiền.,POS,5,
"Thời gian giao hàng rất nhanh, đứa e m cũng thích nên khả năng ra tết m sẽ đặt tiếp ^^.",POS,5,
Đẹp :).,POS,5,
Chất lượng sản phẩm tuyệt vời.minh rat hai long voi san tham nay.ban gui size vua y voi minh.,POS,5,
Chất cứng và thô hơn mình nghĩ.,NEG,1,
Đóg gói kg đạt.giầy bj dơ chùi kg ra.,NEG,2,
Chất lượng sản phẩm tạm được. đường chỉ may ko chắc chắn .,NEU,3,
Vãi hơi thô...,NEG,2,
Đẹp và chất lượng.,POS,5,
Gói hàng cẩn thận.,POS,4,
Áo đệm mỏng nhé. 3 khuy chắc chắn.,POS,5,
Tuyệt vời.,POS,5,
sản phâm tốt k lỗi lầm ạ ^^ hộp không bị móp méo như lần trước đẹp k tì vết <3.,POS,5,
"Sp rất ok, túi kiểu dáng đẹp, da mềm nhưng rất đứng túi.",POS,4,
Thời gian giao hàng rất nhanh .,POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền.,POS,5,
Mình đọc tai zin nên mới mua nhưng k đúng sự thật vì vậy đánh 1 sao cho người khác còn biết để tránh mua nhầm như mình.,NEG,1,
Shop giao thiếu hàng.,NEG,1,
Chất da mịn mềm baloch cũng rất là xinh.,POS,5,
Việc còn lại của mình là mài dũa cho hợp với đàn.,POS,4,
"Chủ shop đáng yêu, nhiệt tình, chắc chắn sẽ mua hàng của chị thường xuyên 😘.",POS,5,
Chất lượng sản phẩm tuyệt vời.Thanks shop nhe.,POS,5,
Thời gian giao hàng nhanh áo k giống như hình.,NEU,3,
Sản phẩm phù hợp với giá tiền.,POS,5,
Chọn size lớn qá nên mặc hơi rộng.,NEG,2,
Chất vẫn bị nhăn.,NEG,2,
"Giày đẹp lắm ạ, size chuẩn ❤️.",POS,5,
Tôi luôn ủng hộ shop.,POS,5,
Sẽ tiếp tục ửng hộ shop 😁😁😁.,POS,5,
"Chất lượng sản phẩm tạm được, tay áo ngay nách hơi chật.",POS,4,
Rất đáng tiền.,POS,5,
"Chất lượng sản phẩm tuyệt vời ,Đóng gói sản phẩm rất đẹp và chắc chắn.",POS,5,
Sản phẩm như hình.,POS,5,
Có lưu ý là đặt áo đen rồi mà nhận áo trắng.,NEG,1,
Sao em đặt 2 size S/M mà áo nó rộng bằng nhau vậy ạ 😌.,NEG,1,
Rẻ và đẹp so chất lượng.,POS,5,
Ko đep lam.,NEG,1,
3 áo rách 2 áo.,NEG,1,
"Quần cũng được nhưng chất vải mình ko thik, cảm giác nóng nên cho 4 sao.",POS,4,
Công nhận là nó nhỏ....chắc chỉ M thôi.,NEG,2,
"Áo chất dày dặn, form đẹp, giao hàng nhanh mặc dù mình ở HN.",POS,5,
"Chất lượng sản phẩm tốt, tuy nhiên ship quá cao mình đặt tổng đơn hàng gần 200k, ship tới 47k giảm 13k mình thấy vẫn còn cao, trong khi các shop khác tốn ship đã giảm còn 20k.",NEU,3,
Chất vải đẹp nhưng dáng váy quá rông.,POS,4,
Yêu ❤️❤️❤️💋.,POS,5,
Nhìn hơi già.,NEG,2,
"Sản phẩm ko như mong đợi,kém...",NEG,1,
Rất không đáng tiền.,NEG,1,
Vải đẹp nhưng nhầm size shop ạ.,NEG,2,
Còn ủng hộ shop dài dài <3.,POS,4,
Áo đẹp mặc thích.,POS,5,
Giá thành nên hạ thêm chút.,NEG,2,
"Được cái in đẹp, kg bong tróc.",NEG,2,
Bóng hơi bé.,NEG,2,
"Hàng đẹp, giao hàng rất nhanh!",POS,5,
Shop tư vấn hỗ trợ nhiệt tình ^^ Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,POS,5,
Giao hàng hơi chậm.,NEG,1,
Áo hơi nhỏ nhỉ?,NEG,2,
Gửi cho mình 1 áo trắng bị đen bẩn phía sau.,NEG,2,
"Mới chùm áo mua 1-2 bữa đèn đã xước nhoe nhoét rồi, không biết làm bằng nhựa gì nữa.",NEG,1,
"Vải mềm mát, form rộng rãi thoải mái, có tăng đơ là điểm cộng, đường may đẹp và cẩn thận.",POS,5,
"Chất lượng sản phẩm kém,bán nói co quần bầu mà khi giao hk co.",NEG,1,
"Balo đẹp, vải ok😻.",POS,5,
"Áo chất ổn, vải mát, size M hơi dài chút, giao hàng nhanh so với mình nghĩ shop tư vấn rất nhiệt tình 😍.",POS,4,
Vải xấu.mỏng và rất cứng.,NEG,1,
"Hỏi nhiều nhưng trả lời ít, cảm giác k nhiệt tình.",NEU,3,
Chị giao hàng rất thân thiện...,POS,5,
Trái bí nhỏ xíu ah.,POS,5,
Like 5sao.,POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
Hài lòng về sản phẩm!,POS,4,
Từ form đến chất vải.,POS,5,
Siêu rẻ nhá.,POS,5,
"Thời gian giao hàng nhanh, sản phẩm giống hình 90%, có phần vai hơi khác, phù hợp với giá 229k hơn là 450k.",NEG,2,
Đúng + đủ .,POS,4,
Sp dùng ok.,POS,5,
Chất lượng sản phẩm tuyệt vời.túi rất thơm.,POS,5,
Song đây cũng là 1 sản phẩm đáng để đầu tư.,POS,5,
"mạnh, số 1 dùng tay giữ mũi ko được Chất lượng sản phẩm tuyệt vời.",POS,5,
Shop vui lòng cẩn thận giúp mình để tránh mất thời gian 2 bên ạ.,NEG,1,
Chất lượng sản phạm rất xau.,NEG,1,
"Áo vải đẹp,mềm và mát.",POS,5,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm tạm được.chưa giặc nên kg bít có tổ kg nhưng vẫn cho 5 sao.,POS,4,
Chất vải đẹp nhưng áo hơi vàng.,POS,4,
Chất lượng sản phẩm cũng được .,NEU,3,
Thất vọng về sản phẩm khi nhận được.,NEG,1,
chất lượng tuyệt vời ngoài mong đợi :> Thời gian giao hàng cực nhanh luôn :3.,POS,5,
Guddd.,NEU,3,
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Mua shop dài dài 😍😍.,POS,4,
Dùng 2 ngày mà cảm giác da khác hẳn .,POS,5,
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,5,
Shop này đáng tin tưởng nhất.,POS,5,
Đóng gói hàng rất đẹp.,POS,5,
Chất vải mềm mịn.,POS,5,
Lsau sẽ ủng hộ shop tiếp.,POS,4,
"Hàng đẹp y hình, Chất lượng sản phẩm tuyệt vời, Rất đáng tiền.",POS,5,
"Quần mặc như không ý, rất thích.",POS,4,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
"Áo hơi ngắn , mình 1m60 mặc bị ngắn .",NEG,2,
"Chất lượng sản phẩm tuyệt vời, từ chất vải đến form đến màu đều như hình, rất ok luôn, lần đầu mua nhưng rất hài lòng.",POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Áo rất nhỏ hơi thất vọng vì mình đã nhắn báo số kg mà shop ko nhiệt tình tư vấn.,NEG,1,
Ko phát ra tiếng Chất lượng sản phẩm rất kém.,NEG,1,
Ko giống như hình.,NEG,1,
Giao nhanh ok.,POS,4,
"Không đáng tin cậy,tư vấn size nhưng đến khi giao đưa áo bé size quá to.nhưng ko giải quyết đổi hay j cho khách nhắn tin ko trả lời.",NEG,1,
Lúc đầu check k kỹ nên nghĩ là váy khuy.,POS,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn, người giao hàng rất tử tế, nói chuyện rất lịch sự với khách hàng.",POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn!!,POS,4,
Quá tệ.,NEG,1,
Giao hàng nhanh!!,POS,5,
Đóng gói sản phẩm rất kỹ càng.,POS,5,
Chất lượng sản phẩm tuyệt vờ.i Đóng gói sản phẩm rất đẹp và chắc chắn.Shop phục vụ rất tốt.,POS,5,
Mình mặc lên rất vừa và đẹp.,POS,4,
K hài lòng về màu sắc vì sp bị trùng lặp màu nhiều.,NEG,1,
đặt màu trắng mà giao màu đen.,NEG,2,
",MÀU ÁO BÊN NGOÀI TƯƠI HƠN TRONG HÌNH.",NEG,1,
Chúc shop buôn may bán đắt nha.,POS,5,
Nhưng bị lỗi ở khóa cài nhưng thôi ko đổi.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Rất chịu.,POS,5,
Váy cực xinh luôn ạ.,POS,5,
Chữ in kh rõ giặt là bong ngay hết.,NEG,1,
"Shop làm ăn uy tín,tư vấn nhiệt tình,có sao nói vậy, test máy rất kỹ.",POS,5,
Nỉ cực mỏng.,NEG,2,
Cảm ơn shop và sẽ mua son của shop dài dàiii.,POS,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,.",POS,5,
Đường may cẩu thả.,NEG,1,
Hàng sd tốt lắm.,POS,5,
Chất lượng sản phẩm tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
Áo xinh lắm ạ.,POS,5,
rẽ.,POS,5,
Ba lo dễ thương lắm.,POS,5,
Sp giống như hình.,NEU,3,
Thời gian giao hàng rất nhanh.,POS,4,
Ok !,POS,4,
Thíc lắm ạ ❤❤.,POS,5,
Hi.,POS,4,
Quả thực mặc không dc.,NEG,1,
"khăn sai số quá lớn,theo hình mình chụp thì gấp đôi khăn lại thì phải đo được 2 lần thước như vậy mới 120cm nhưng chổ dư còn lại ko đc 30cm thì các bạn biết lệch ntn rồi.sp ghi 60×120 nhưng thực tế chỉ 52×98. các bạn mua khăn nên lưu ý nếu muốn mua khăn to như mong muốn. hơi bị thất vọng.",NEG,1,
Vải rất đẹp.,POS,4,
Miếng vá nhỏ tí.,NEG,2,
"Áo chất đẹp, rộng rãi thoải mái, không dễ nhăn, 1 sao vì giao hàng chậm.",NEG,2,
Nhưng ksao.,NEU,3,
"Cảm thấy hơi tiếc khi đã mua trước khá nhiều, giá rẻ hơn 1/2 mà chat luong so vơi nhau ko khác :).",POS,5,
Nếu bạn có ý định mua thì nên mua lên 1 size so với size giày mình hay mang.,NEU,3,
"vải đẹp , vừa form người nhỏ.",POS,5,
Bù lại vải đẹp mát❤️.,POS,5,
Nhỏ.,NEU,3,
Đường may lỗi.,NEG,1,
Buồn cho shop ghê :)))).,NEG,2,
Hang dep.nhung chat lieu vai day va nong.,NEU,3,
"Chat Liêu tốt , I like ít.",POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.chất áo quần dày dặn.,POS,5,
Tốt với tầm giá.,POS,4,
:).,NEU,3,
"Khá bực mình và thất vọng vì khoá kéo áo, dây rút áo, vải áo là 3 màu khác nhau.",NEG,1,
Shop tư vấn nhiệt tình.,POS,5,
"Bình thường mình mặc size 34 vừa, nhưng form áo này hơi nhỏ thì phải.",NEG,2,
"Chất lượng sản phẩm tuyệt vời, vải tốt tiếp tục chuyển sang shop.",POS,5,
"Son dưỡng ẩm cũng ổn, gấu đẹp.",POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Giày rất đẹp giá rẻ so với chất lượng giày còn bao gồm cả hộp và tất tặng kèm.,POS,5,
Vừa thử vào đã rách đáy.,NEG,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn .,POS,5,
Đã mua 5 con làm quà tặng.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.hàng rất đẹp.,POS,5,
Bộ đồ được nhưng size L s rộng quá.,NEU,3,
Tai nghe fake nhưng cũng ok.,POS,4,
"Shop nhiet tinh, dễ thương.",POS,5,
Đeo rất dễ tuột.,NEG,1,
Sản phẩm đẹp nhưng do đặt size m nên hơi rộng..,POS,5,
Dưới là 1 số hình ảnh mình chat với shop !!!,NEG,1,
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Vải chất đẹp, với giá tiền này thì m rất hài lòng.",POS,5,
Shop có nói tặng pin mà ko có .,NEG,1,
"Đóng gói chắc chắn, đẹp mắt.",POS,4,
shop nch so cute!!,POS,5,
"Sản phẩm ok nhưng giao hàng khá chậm, chấm 3s.",NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Đã giới thiệu mà mua thêm 1 đơn nữa.,POS,5,
Chất lượng sản phẩm tuyệt vời nhung hoi rong shop gui nham size minh dat size s shop gui m.,POS,5,
Sạc dự phòng hộp đã cũ và bị bóc tem từ lâu !!!,NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,5,
Rep hời hợt.,NEG,1,
GIAO THIEU 2 BO DO.,NEG,1,
Có mùi vải rất hôi.,NEG,1,
"Khi mặc mình thấy đáy quần cứ lệch qua 1 bên, rất khó chịu.",NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền.,POS,5,
Sẽ còn ủng hộ shop.,POS,5,
Nhưng phần cổ may chỉ đen trông hơi điêu.,NEG,2,
Sau đó không chuyển đợi quá 3 ngày KHÔNG THỂ khiếu nại trên Shopee đc nữa.,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn san pham dep dang tien.,POS,5,
Quá ưng ý shop ơi.,POS,5,
Áo nhỏ hơn hình rất nhiều :((.,NEG,2,
"Gậy chắc chắn, điều chỉnh dễ dàng và kết nối bluetooth rất nhạy. 👍👍👍.",POS,5,
"Mình quen mặc áo gọng mềm rồi nên khi mặc hơi đau, áo nâg ngực nhé.",POS,4,
Chất vải tạm được.,NEU,3,
"hàng đẹp y hình, giao hàng nhanh.",POS,5,
Ko đc sao nào hết.,NEG,1,
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.cam on shop.,POS,5,
Ai không thích vải mỏng không nên mua .,NEG,1,
Hài lòng nha shop.mình chuẩn bị đặt thêm ạ.,POS,5,
Tạm.,POS,4,
"Cảm ơn b chủ shop đã tư vấn chuẩn, bé m vừa size m .",POS,5,
Nách bị rộng.,NEG,2,
Áo vải rất đẹp nhé.,POS,5,
Do hết size M nên lấy L hơi rộng tí xíu nhưng chất ok.,POS,4,
Qua xau.,NEG,1,
Màu thì đẹp chất thun ok nhung hơi nhỏ và ngắn.,NEU,3,
Sp ok.,POS,5,
Cạch mặt lần sau k bao giờ mua hàng của shop luôn.,NEG,1,
Có giảm nhưng uống vào người rất mệt và buồn nôn.,NEU,3,
Chất lượng sản phẩm kém.,NEG,1,
Chúc shop buôn may bán đắt..,POS,5,
Giặt xong là 2 bàn tay cũng đen theo luôn.,NEG,2,
Giá tận 175k nhưng ko ghi giá trên chai ko biết có khai khống giá không.,NEG,1,
"Đóng gói sản phẩm chắc chắn, giao hàng nhanh.",POS,5,
Hỏi shop muốn đổi xuống sz nhỏ hơn thì shop tl 1 cách hời hợt cho qua.,NEG,1,
Ktra kĩ khi mang cho khách.,NEG,1,
Giao hàng cực nhanh trong vòng 2h đồng hồ.,POS,5,
Áo chất mát lịm ạ.,POS,5,
"Chất vải ko được đẹp, shop tư vấn nhiệt tình.",NEU,3,
Bụng so với mình hơi rộng.,NEU,3,
"Quần đẹp ạ, cho 5 sao vì sự nhiệt tình và đáng yêu 💓.",POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Hàng giao nhanh, đầy đủ phụ kiện, Rất đáng tiền.",POS,5,
Mọi người hãy cân nhắc kỹ trước khi mua.,NEG,1,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, rất ưng ý.",POS,5,
Chọn màu 25 là cam nhưng khi test môi k co một chút gi gọi là cam cả.,NEG,1,
Màu y hình.,POS,5,
Chất vải quá tồi.,NEG,1,
Cho shop 5 ⭐️.,POS,5,
Mình sẽ ủng hộ nữa😋😋😋.,POS,5,
"Nói chung mình mua 4 món đều hài lòng cả 4, cảm ơn shop nhé!",POS,4,
Tks shop ạ.,POS,5,
"Thời gian giao hàng hơi lâu, chất lượng phù hợp với giá tiền.",POS,4,
"Áo đẹp như hình luôn, ưng lắm shop ạ 😘😘😘.",POS,5,
K giống như clip lắm ạ 😟😌.,NEG,2,
Cbị kiếm mẫu khác mua tiếp híhiii Shop phục vụ rất tốt💜💜💜.,POS,5,
Chỉ là vì shop ở Hà Nội nên giao hàng hơi lâu làm mình ở nhà ngóng quá trời luôn.,POS,4,
Cotton len mềm mịn mát tay!,POS,4,
Rất đáng tiền.,POS,5,
Shop gửi sai màu.,NEG,1,
Ship siêu nhanh.,POS,5,
Chất lượng sản phẩm ổn so với giá tiền.,NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
3 chiếc 1 chiếc bị rách :(.,POS,5,
Mua lan 2 roi tc 10 cai Luon form ao va chat vai đẹp .Mn nen sắm cho minh mỗi màu 1 cái nhe!,POS,5,
hơi rộng so với mình.,NEU,3,
"Chất lượng sản phẩm ok, đúng chuẩn như ảnh mẫu!",POS,5,
Nói chung là xàm.,NEG,1,
"Atermia rất ok, ấp nở gần hết luôn 👍👍👍.",POS,5,
Cảm ơn shop.,POS,5,
Dùng code nên được giảm 50k trên tổng bill ^^.,NEU,3,
Cái quần màu vàng đậm mình k thik lắm.,POS,4,
E vảo màu tím shop dao cho e màu đen.,NEG,2,
"Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt tư vấn rất nhiệt tình, rất ưng, đc tặng móc khóa nữa, Rất đáng tiền.",POS,5,
"Form chỉ dành cho bạn 58kg đổ xuống, nchung tương xứng với giá tiền.",POS,4,
Như shit ý.,NEG,1,
Mua là không trả được.,NEG,1,
"Áo đẹp quá, cảm ơn shop nha, còn c tư vấn nhiệt tình quá tr,🤩🤩🤩.",POS,5,
Da Khô thoáng.,POS,5,
"Giao hang rat nhanh, se ung ho shop lau dai.",POS,5,
Shop phục vụ rất tốt.,POS,5,
Rất đáng tiền.,POS,5,
Shop gói hàng kĩ lắm.,POS,5,
Giao hàng rất nhanh.,POS,5,
Nhưng...,NEG,2,
Mặc rất ôm.,POS,5,
Áo đẹp quá ^^ tôn dáng lắm lun.,POS,5,
Áo thun chất đẹp!,POS,5,
Hàng chất lượng.,POS,4,
"Mùi dễ chịu , vón cục rất nhanh và sạch.",POS,5,
Hàng thất lạc ko nhận dc sản phẩm shop nhé buồn vận chuyển.,NEU,3,
Bạn chủ bán hàng nhiệt tình.,POS,5,
Mùi hơi thơm quá.,NEG,1,
"Shop giao hàng không có tâm... nhặt chèn vào đơn hàng của mình chiếc áo cộc , trước khi đó đã nhắc shop rất nhiều lần vì cũng đọc đc feedback shop giao nhầm , Nt thì bảo gửi hàng lại cho mình nhưng vẫn không thấy . nt không thấy tl nữa . các b muốn mua số lượng nên lưu ý !",NEG,1,
Màu lai áo hơi nhạt.,NEG,2,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,hang giong hinh va rat dep.se von ung ho nhiu.",POS,5,
"Sản phẩm tốt, các bác nên mua.",POS,4,
What the fuckss???,NEG,1,
hàng gì như đồ mã hàng dởm mà đem rao bán trên SHOPEE Thiệt mất uy tín của Shopee.,NEG,1,
Mình Hài lòng với sản phẩm!,POS,5,
"Mới dùng 1 ngày lót bên trong đã rách, phải cắt bỏ phần ngăn lót, nói chung chất lượng không tốt, giao hàng chậm.",NEG,1,
Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,POS,5,
"Đơn giản nhưng đẹp, form khá chuẩn 😘.",POS,5,
Đường may rách.,NEU,3,
Không có gì để chê.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Hài lòng với sản phẩm.,POS,4,
Ko hài lòng.,NEG,1,
"Lần đầu tiên mua hàng trên mạng cảm thấy ưng ý, sẽ ủng hộ shoop dài dài.",POS,5,
Mua lần 2 thêm 2 chiếc nữa.,POS,4,
Da nhiều khuyết điểm thì k nên dùng.,NEU,3,
K quay lại lần 2.,NEG,1,
San pham duoc.,NEU,3,
Quá tốt so với giá tiền 10*.,POS,5,
Chất lượng sản phẩm tuyệt vời rat dep.,POS,5,
Dán khó và ko khít hẳn nhưng dc cái rất dính.,NEU,3,
Xài da không bóng.,POS,5,
Giá cả chấp nhận được.,NEU,3,
Và hẳn đây là tai mèo.,NEG,1,
"Áo mặc đẹp, mặc lên cute hột me luôn, màu đẹp.",POS,5,
"áo thì ngắn ,tay áo ống dài ống dài ống ngắn .Chất lượng sản phẩm rất kém.",NEG,1,
Hàng không đúng mẫu Shop phục vụ tạm được.,NEU,3,
Rất ok.,POS,4,
Thời gian giao hàng rất nhanh Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
"Lần đầu mua hàng trên shopee cảm thấy rất hài lòng, đồ vừa đẹp, chất liệu tốt, không bị lỗi sản phẩm.",POS,5,
Đúng size !,POS,4,
Rất đáng tiền.,POS,5,
"Chất cũng ok, nhưng áo bị sút chỉ đoạn cuốn bèo , lúc nhận hàng không để ý.",NEG,2,
Dẹp lắm.,POS,5,
"Áo đẹp chất dày dặn, chị chủ tâm lý nhiệt tình.",POS,5,
Áo k đc đẹp như hình :( tư vấn 75kg mà XXL mặc rộng cái XXL phải 90kg mới vừa quá :( mà thôi cho 4* khuyến khích.,POS,4,
